"ESTC_Number","Author","Author_dates","Title","Edition","Publication_City","Imprint","Imprint_Date","Regularized_Year","Pagination","Illustrations","Format","Citations"
"T18115","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by E. Janeway, for the Company of Stationers,",1722.,1722,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 792"
"T18116","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by J. Janeway, for the Company of Stationers,","[1735]",1735,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2088"
"T18117","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by J. Janeway, for the Company of Stationers,","[1734]",1734,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1980"
"T181692","Jones, Griffith,","1683-1761.","Welsh piety:","","London :","printed for J. Hutton, at the Bible and Sun without Temple-Bar,","MDCCXL. [1740]",1740,"iv,68p. ;","","8⁰.","Maslen and Lancaster. Bowyer ledgers, 2791"
"T181712","",NULL,"A paraphrase and comment upon the Epistles and Gospels,","The fifth edition.","London :","printed for J. and P. Knapton, S. Birt, S. Harding, J. Shuckburgh, C. Hitch [and 5 others in London],",1740.,1740,"4v. ;","","8⁰.","Maslen and Lancaster. Bowyer ledgers, 2869"
"T182289","Rogers, John,","1679-1729.","Nineteen sermons on several occasions.","The second edition.","London :","printed for W. Innys and R. Manby, at the West End of St. Paul's,","MDCCXXXVIII. [1738]",1738,"lxi,[11],419,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2492"
"T182903","Martin, David,","1639-1721.","A discourse of natural religion.","","London :","printed for W. and J. Innys at the Prince's Arms at the West End of St. Paul's,",1720.,1720,"[2],ix,[3],342,[2]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 644"
"T182917","Martin, David,","1639-1721.","A discourse of the truth and certainty of natural religion,","The second edition.","London :","printed for William and John Innys,",1725.,1725,"[2],ix,[3],342,[2]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 644"
"T1830","Junius,","18th cent.","Junius. ...","","London :","printed for Henry Sampson Woodfall,",1772.,1772,"2v. ;","","8⁰.","Bowyer, 17"
"T183042","Worthington, John,","1618-1671.","Forms of prayer for a family,","","London :","printed in the year,",1721.,1721,"[2],21,[1]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 748"
"T183110","",NULL,"Epigrammatum delectus ex omnibus tum veteribus, tum recentioribus poetis accuratè decerptus:","","Londini :","typis Gul. Bowyer, impensis Gul. Innys,",1715.,1715,"[48],311,[1];[4],20p. :","ill. ;","12⁰.","Maslen & Lancaster. Bowyer ledgers, 270"
"T18325","Skelton, Philip,","1707-1787.","A vindication of the Right Reverend the Lord Bishop of Winchester,","","[London] :","London, re-printed for T. Cooper, at the Globe in Pater-Noster-Row,","MDCCXXXVI. [1736]",1736,"71,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2283"
"T18326","Skelton, Philip,","1707-1787.","A vindication of the Right Reverend the Lord Bishop of Winchester,","The second edition.","[London] :","Dublin printed, London, re-printed for T. Cooper, at the Globe in Pater-Noster-Row,","MDCCXXXVI. [1736]",1736,"70,[2]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2308"
"T183394","",NULL,"An exact list of the names of the gentlemen and other freeholders that voted for knights of the shire for the county of Southampton,","","London :","printed in the year,",1736.,1736,"160p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2236"
"T184259","",NULL,"Of the usefulness of the prophecy of the Revelation,","","[London :","printed in the year,","1711]",1711,"8p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 100"
"T184758","Boyer, Abel,","1667-1729.","The compleat French master","The thirteenth edition, carefully corrected, and m","London :","printed for Samuel Ballard, at the Blue Ball in Little Britain,","MDCCXLI. [1741]",1741,"416p. :","music ;","8⁰.","Maslen and Lancaster. Bowyer ledgers, 2917"
"T184973","Hickes, George,","1642-1715.","A collection of controversial discourses, wrote by the learned Dr. George Hickes and a popish priest. ...","The third edition.","London :","printed for Stephen Austen,",1727.,1727,"2v. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 4,Maslen & Lancaster. Bowyer ledgers, 228"
"T184996","Guarna, Andrea.","","Bellum grammaticale,","","Londini :","typis Guil. Bowyer,","MDCCXXVI. [1726]",1726,"48p.,plate ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 1240"
"T185198","",NULL,"Estats de la distribution de la somme de douze mille livres sterling,","","Londres :","chez Paul Vaillant,",1708.,1708,"[4],30p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 20"
"T185363","",NULL,"A copy of the poll for the county of Worcester, taken on the 20th day of May, in the year 1741, between Edmund Lechmere, Esq; Edmund Pytts, Esq; Lord Deerhurst, and George Lyttelton, Esq; candidates for knights of the said county.","","[Worcester?] :","Printed in the year,",1741.,1741,"[2],86p. ;","","2⁰.","Maslen and Lancaster. Bowyer ledgers, 2967"
"T18568","Newton, Benjamin,","1677-1735.","Sermons on several occasions.","","London :","printed, and sold by A. Bettesworth and C. Hitch in Pater-Noster-Row,","MDCCXXXVI. [1736]",1736,"2v.,plate :","port. ;","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2299"
"T18653","Newton, James,","fl. 1722.","Alexis's paradise: or, A trip to the garden of love at Vaux-Hall.","","London :","printed for T. Dormer in Fleet-Street,","[1732]",1732,"68 p., plate ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1835"
"T186556","Ogilby, John,","1600-1676.","An actual survey of all the principal roads of England and Wales;","","London :","printed for and sold by J. Senex,",1719.,1719,"2v.,100 plates :","maps ;","obl.4⁰.","Maslen & Lancaster. Bowyer ledgers, 507, 565"
"T18662","Newton, Isaac,","1642-1727.","Opticks:","","London :","printed for William and John Innys at the West End of St. Paul's,",1721.,1721,"[8],382,[2]p.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 725"
"T18663","Newton, Isaac,","1642-1727.","Opticks:","","London :","printed for W. and J. Innys, printers to the Royal Society, at the Prince's-Arms in St. Paul's Church-Yard,",1718.,1718,"[8],382,[2]p.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 403"
"T187743","Jones, Griffith,","1683-1761.","An address to the charitable and well-disposed;","","London :","printed for James Hutton at the Bible and Sun, without Temple-Bar,","MDCCXLI. [1741]",1741,"[6],16p. ;","","8⁰.","Maslen and Lancaster. Bowyer ledgers, 2899"
"T18794","Jackson, Edward,","1692-1758.","An account of the many and great loans, benefactions, and charities,","","London :","printed for William Ratten bookseller in Coventry, and sold by J. Osborn and T. Longman in Pater-Noster-Row,","MDCCXXXIII. [1733]",1733,"[2],vi,174,[4],175-242,[2]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1954"
"T188255","",NULL,"An address to the whiggs,","","London :","printed for J. Roberts in Warwick-Lane,","MDCCXXXIII. [1733]",1733,"68p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1960"
"T189276","Bisse, Thomas,","d. 1731.","The beauty of holiness in the common-prayer:","The second edition.","London :","printed by W. B. for Henry Clements,",1717.,1717,"[8],173,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 343"
"T189291","",NULL,"Bedford-Level. At a court held by adjournment, on Thursday the third day of July 1729, at the Fenn-office in the Inner-Temple, London. This court taking into consideration a paper, ... signed R. Lightfoot, purporting to be a publick notice: whereby he assures all persons concerned in the payment of adventure tax to this Corporation, that ... he is the proper officer of the said Corporation; ... this court doth hereby declare, ... they will prosecute the said R. Lightfoot with the utmost vigour, ...","","[London? :","s.n.,","1729]",1729,"1 sheet ([1] p.) ;","","1/2⁰.","Maslen & Lancaster. Bowyer ledgers, 1453"
"T189524","",NULL,"Votes of the House of Commons,","","London :","printed for Thomas Cox; Charles Bathurst; and Henry Pemberton,","1747[-48]",1747,"419,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 3424"
"T18964","Cicero, Marcus Tullius.","","Academiques de Ciceron,","","Londres :","chez Paul Vaillant, dans le Strand, vis a vis de Southampton-Street,","MDCCXL. [1740]",1740,"[4],XXVIII,364;111,[1]p. ;","","8⁰.","Maslen and Lancaster. Bowyer ledgers, 2838 (Valentia),Maslen and Lancaster. Bowyer ledgers, 2840 (Cicero)"
"T190725","Reynell, Richard,","b. 1700.","De catalepsi schediasma.","","Londini :","impensis Car. Davis in vico vulgo dicto Pater-Noster-Row,","MDCCXXXVI. [1736]",1736,"22,[2]p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 2321"
"T191031","Clements, Henry,","d. 1719.","Next Easter term will be publish'd Monumenta anglicana:","","London :","prrnted [sic] for Henry Clements,",1717.,1717,"[2]p. ;","","1/8⁰.","Maslen & Lancaster. Bowyer ledgers, 390"
"T19104","",NULL,"An act to enable William Graham, son of John Graham late alderman of Drogheda in the kingdom of Ireland, to make leases of several parts of his estate in the counties of Lowth and Meath, ...","","[London,","","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1419"
"T191138","Nelson, Robert,","1656-1715.","The great duty of frequenting the Christian sacrifice,","The sixth edition. To which is prefixed instructio","London :","printed by W. B. [William Bowyer?] for J. Churchill at the Black-Swan in Pater-Noster-Row,",1715.,1715,"[12],225,[3]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 239"
"T19118","",NULL,"An act to enable Kinard de la Bere, Esq; committee of the estate of Thomas Ridler, Esq; a lunatick, to sell and dispose of part of the personal estate of the said lunatick, ...","","[London,","","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1422"
"T191355","Synge, Edward,","1659-1741.","An answer to all the excuses and pretences Which Men ordinarily make for their not coming to the holy communion.","The twelfth edition corrected.","London :","printed for the executors of R. Sare, and sold by R. Williamson near Grays-Inn Gate in Holborn,","[1726]",1726,"48p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 1182"
"T19144","",NULL,"An act to enable Arthur Geoghegan alias Stafford, Esq; to take and use the sirname of Stafford only, without the addition of any other sirname.","","[London,","","1729]",1729,"[2]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1417"
"T191492","Rose, George,","","Rose. 1717.","","London :","printed by R. Bruges for the Company of Stationers,","[1717?]",1717,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 357"
"T191495","Rose, George,","","Rose 1715.","","London :","printed by Tho. Hodgkin for the Company of Stationers,",1715.,1715,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 216"
"T191496","Rose, George,","","Rose. 1718.","","London :","printed by R. Bruges for the Company of Stationers,","[1718?]",1718,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 415"
"T191833","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by J. Janeway for the Company of Stationers,","[1736?]",1736,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2192"
"T191835","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by J. Janeway for the Company of Stationers,",1732.,1732,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1714"
"T191836","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by J. Janeway for the Company of Stationers,",1731.,1731,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1588"
"T191837","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by T. Burdet for the Company of Stationers,",1729.,1729,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1387"
"T191838","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by T. Burdet for the Company of Stationers,",1727.,1727,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1251"
"T191839","Culpepper, Nathanael,","17th/18th cent.","Culpeper revived.","","London :","printed by E. Janeway for the Company of Stationers,",1718.,1718,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 412"
"T191841","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by E. Janeway for the Company of Stationers,",1717.,1717,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 354"
"T191842","Culpepper, Nathanael,","17th/18th cent.","Culpepper revived.","","London :","printed by E. Janeway for the Company of Stationers,",1715.,1715,"[40]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 212"
"T19218","",NULL,"An act for vesting divers lands and tenements in the county of Sussex, part of the estate of Charles Eversfield, Esq; in trustees, ...","","[London,","","1717]",1717,"7,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 427"
"T192288","Bell, George,","1683 or 4-1734.","A sermon preached before the Right Honourable the Lord Mayor ...at the cathedral church of St. Paul, on the twenty ninth of May, 1718.","","London :","printed for Richard Sare,",1718.,1718,"28p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 464"
"T192479","Birch, Thomas,","b. 1691 or 2.","Faith the condition of justification and peace with God, through the merits of Jesus Christ.","","London :","printed for Stephen Austen,",1729.,1729,"[8],24p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1441"
"T19275","",NULL,"An act for settling the estates of Richard late Earl Rivers deceased, pursuant to an agreement made between Frederick Earl of Rochford, and Bessy Countess of Rochford, his wife; ...","","[London,","","1721]",1721,"14,[2]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 737"
"T19276","",NULL,"An act for settling the estates of Richard late Earl Rivers deceased, pursuant to an agreement made between Frederick Earl of Rochford, and Bessy, Countess of Rochford, his wife; ...","","[London,","","1721]",1721,"14,[2]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 737"
"T193159","Adams, George,","1716 or 7-1783?.","Vera fides: a poetical essay,","","London :","printed for J. Roberts,",1731.,1731,"40p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1676"
"T193268","",NULL,"Ad versutum card---lem: carmen nouthetikon.","","Londini :","prostant venales apud Gul. Parker; et J. Roberts,",1742.,1742,"viii,12p. ;","","4⁰.","Maslen and Lancaster. Bowyer ledgers, 3050"
"T193889","Boyer, Abel,","1667-1729.","Le dictionnaire royal","Nouvelle edition, revüe, corrigée, & augmentée","Londres :","chez, D. Midwinter, W. Innys, J. Brotherton, W. Meadows, T. Meighan, R. Ware, W. Hinchliffe [and 24 others in London],",1742.,1742,"2 vols.,plate ;","","4⁰.","Maslen and Lancaster. Bowyer ledgers, 3046"
"T19394","",NULL,"An act for ascertaining several messuages and lands in the county of Gloucester, purchased by Sir Greville Verney; and for the effectual partition of the manor of Tudrington and Itchington in the said county.","","[London,","","1726]",1726,"7,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1201"
"T194598","Hodges, Moses,","1663 or 4-1724.","Parents accountable for not educating their children.","","London :","printed for George Thorp, in Banbury, and sold by John Churchill,",1711.,1711,"23,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 99"
"T195741","Crispe, Henry.","","Colles lamentis, lamentis implet & urbes. An elegy","","London :","printed for John Morphew,",1713.,1713,"[2],6p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 150"
"T197409","Voltaire,","1694-1778.","La Henriade","Seconde édition revûe, corrigée, & augmentée d","Londres :","chez Woodman & Lyon,",1728.,1728,"[8],xxiii,[1],287,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1344"
"T198234","",NULL,"The folly of publick resentments for private disappointments:","","[London :","printed for J. Roberts,","1724]",1724,"15,[1]p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 1063"
"T19838","Quillet, Claude,","1602-1661.","Callipaedia:","The third edition.","London :","printed, and sold by W. Feales,","1733 [1732]",1732,"[25],8-162p.,plates ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 1878"
"T199172","Holinshed, Raphael,","d. 1580?.","The castrations of the last edition of Holinshead's Chronicle","","London :","printed for William Mears, Fletcher Gyles, and James Woodman,",1722.,1722,"[2],421-424,433-436,443-450,1328-1331,1419-1574p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 968, 1015"
"T19954","Cibber, Colley,","1671-1757.","The careless husband.","","London :","printed for Jacob Tonson, in the Strand,","MDCCXXXV. [1735]",1735,"106,[2]p. :","ill. ;","12⁰.","Maslen & Lancaster. Bowyer ledgers, 2128"
